any;municipi;sexe;concepte;estat;valor
1998;Cornudella de Montsant;homes;població;;437
1998;Cornudella de Montsant;dones;població;;428
1998;Cornudella de Montsant;total;població;;865
1998;Creixell;homes;població;;788
1998;Creixell;dones;població;;777
1998;Creixell;total;població;;1565
1998;Crespià;homes;població;;99
1998;Crespià;dones;població;;106
1998;Crespià;total;població;;205
1998;Cruïlles, Monells i Sant Sadurní de l'Heura;homes;població;;525
1998;Cruïlles, Monells i Sant Sadurní de l'Heura;dones;població;;546
1998;Cruïlles, Monells i Sant Sadurní de l'Heura;total;població;;1071
1998;Cubelles;homes;població;;2709
1998;Cubelles;dones;població;;2681
1998;Cubelles;total;població;;5390
1998;Cubells;homes;població;;181
1998;Cubells;dones;població;;177
1998;Cubells;total;població;;358
1998;Cunit;homes;població;;2506
1998;Cunit;dones;població;;2343
1998;Cunit;total;població;;4849
1998;Darnius;homes;població;;279
1998;Darnius;dones;població;;246
1998;Darnius;total;població;;525
1998;Das;homes;població;;84
1998;Das;dones;població;;67
1998;Das;total;població;;151
1998;Deltebre;homes;població;;5088
1998;Deltebre;dones;població;;5076
1998;Deltebre;total;població;;10164
1998;Dosrius;homes;població;;1304
1998;Dosrius;dones;població;;1234
1998;Dosrius;total;població;;2538
1998;Duesaigües;homes;població;;131
1998;Duesaigües;dones;població;;83
1998;Duesaigües;total;població;;214
1998;Escala, l';homes;població;;2955
1998;Escala, l';dones;població;;2987
1998;Escala, l';total;població;;5942
1998;Esparreguera;homes;població;;7835
1998;Esparreguera;dones;població;;7713
1998;Esparreguera;total;població;;15548
1998;Espinelves;homes;població;;93
1998;Espinelves;dones;població;;87
1998;Espinelves;total;població;;180
1998;Espluga Calba, l';homes;població;;228
1998;Espluga Calba, l';dones;població;;214
1998;Espluga Calba, l';total;població;;442
1998;Espluga de Francolí, l';homes;població;;1797
1998;Espluga de Francolí, l';dones;població;;1868
1998;Espluga de Francolí, l';total;població;;3665
1998;Esplugues de Llobregat;homes;població;;22823
1998;Esplugues de Llobregat;dones;població;;23481
1998;Esplugues de Llobregat;total;població;;46304
1998;Espolla;homes;població;;191
1998;Espolla;dones;població;;185
1998;Espolla;total;població;;376
1998;Esponellà;homes;població;;198
1998;Esponellà;dones;població;;194
1998;Esponellà;total;població;;392
1998;Espot;homes;població;;147
1998;Espot;dones;població;;129
1998;Espot;total;població;;276
1998;Espunyola, l';homes;població;;145
1998;Espunyola, l';dones;població;;137
1998;Espunyola, l';total;població;;282
1998;Esquirol, l';homes;població;;1032
1998;Esquirol, l';dones;població;;1017
1998;Esquirol, l';total;població;;2049
1998;Estamariu;homes;població;;70
1998;Estamariu;dones;població;;61
1998;Estamariu;total;població;;131
1998;Estany, l';homes;població;;185
1998;Estany, l';dones;població;;205
1998;Estany, l';total;població;;390
1998;Estaràs;homes;població;;97
1998;Estaràs;dones;població;;82
1998;Estaràs;total;població;;179
1998;Esterri d'Àneu;homes;població;;308
1998;Esterri d'Àneu;dones;població;;324
1998;Esterri d'Àneu;total;població;;632
1998;Esterri de Cardós;homes;població;;39
1998;Esterri de Cardós;dones;població;;33
1998;Esterri de Cardós;total;població;;72
1998;Falset;homes;població;;1236
1998;Falset;dones;població;;1225
1998;Falset;total;població;;2461
1998;Far d'Empordà, el;homes;població;;201
1998;Far d'Empordà, el;dones;població;;200
1998;Far d'Empordà, el;total;població;;401
1998;Farrera;homes;població;;47
1998;Farrera;dones;població;;39
1998;Farrera;total;població;;86
1998;Fatarella, la;homes;població;;636
1998;Fatarella, la;dones;població;;640
1998;Fatarella, la;total;població;;1276
1998;Febró, la;homes;població;;32
1998;Febró, la;dones;població;;24
1998;Febró, la;total;població;;56
1998;Figaró-Montmany;homes;població;;409
1998;Figaró-Montmany;dones;població;;368
1998;Figaró-Montmany;total;població;;777
1998;Fígols;homes;població;;29
1998;Fígols;dones;població;;24
1998;Fígols;total;població;;53
1998;Fígols i Alinyà;homes;població;;167
1998;Fígols i Alinyà;dones;població;;140
1998;Fígols i Alinyà;total;població;;307
1998;Figuera, la;homes;població;;60
1998;Figuera, la;dones;població;;59
1998;Figuera, la;total;població;;119
1998;Figueres;homes;població;;16292
1998;Figueres;dones;població;;17308
1998;Figueres;total;població;;33600
1998;Figuerola del Camp;homes;població;;132
1998;Figuerola del Camp;dones;població;;131
1998;Figuerola del Camp;total;població;;263
1998;Flaçà;homes;població;;419
1998;Flaçà;dones;població;;421
1998;Flaçà;total;població;;840
1998;Flix;homes;població;;2158
1998;Flix;dones;població;;2158
1998;Flix;total;població;;4316
1998;Floresta, la;homes;població;;92
1998;Floresta, la;dones;població;;82
1998;Floresta, la;total;població;;174
1998;Fogars de la Selva;homes;població;;329
1998;Fogars de la Selva;dones;població;;313
1998;Fogars de la Selva;total;població;;642
1998;Fogars de Montclús;homes;població;;165
1998;Fogars de Montclús;dones;població;;144
1998;Fogars de Montclús;total;població;;309
1998;Foixà;homes;població;;155
1998;Foixà;dones;població;;160
1998;Foixà;total;població;;315
1998;Folgueroles;homes;població;;707
1998;Folgueroles;dones;població;;697
1998;Folgueroles;total;població;;1404
1998;Fondarella;homes;població;;347
1998;Fondarella;dones;població;;339
1998;Fondarella;total;població;;686
1998;Fonollosa;homes;població;;434
1998;Fonollosa;dones;població;;418
1998;Fonollosa;total;població;;852
1998;Fontanals de Cerdanya;homes;població;;189
1998;Fontanals de Cerdanya;dones;població;;185
1998;Fontanals de Cerdanya;total;població;;374
1998;Fontanilles;homes;població;;69
1998;Fontanilles;dones;població;;57
1998;Fontanilles;total;població;;126
1998;Fontcoberta;homes;població;;547
1998;Fontcoberta;dones;població;;529
1998;Fontcoberta;total;població;;1076
1998;Font-rubí;homes;població;;630
1998;Font-rubí;dones;població;;595
1998;Font-rubí;total;població;;1225
1998;Foradada;homes;població;;112
1998;Foradada;dones;població;;77
1998;Foradada;total;població;;189
1998;Forallac;homes;població;;794
1998;Forallac;dones;població;;848
1998;Forallac;total;població;;1642
1998;Forès;homes;població;;32
1998;Forès;dones;població;;35
1998;Forès;total;població;;67
1998;Fornells de la Selva;homes;població;;682
1998;Fornells de la Selva;dones;població;;710
1998;Fornells de la Selva;total;població;;1392
1998;Fortià;homes;població;;239
1998;Fortià;dones;població;;255
1998;Fortià;total;població;;494
1998;Franqueses del Vallès, les;homes;població;;5581
1998;Franqueses del Vallès, les;dones;població;;5575
1998;Franqueses del Vallès, les;total;població;;11156
1998;Freginals;homes;població;;176
1998;Freginals;dones;població;;171
1998;Freginals;total;població;;347
1998;Fuliola, la;homes;població;;628
1998;Fuliola, la;dones;població;;627
1998;Fuliola, la;total;població;;1255
1998;Fulleda;homes;població;;60
1998;Fulleda;dones;població;;55
1998;Fulleda;total;població;;115
1998;Gaià;homes;població;;88
1998;Gaià;dones;població;;76
1998;Gaià;total;població;;164
1998;Galera, la;homes;població;;366
1998;Galera, la;dones;població;;368
1998;Galera, la;total;població;;734
1998;Gallifa;homes;població;;84
1998;Gallifa;dones;població;;73
1998;Gallifa;total;població;;157
1998;Gandesa;homes;població;;1319
1998;Gandesa;dones;població;;1327
1998;Gandesa;total;població;;2646
1998;Garcia;homes;població;;268
1998;Garcia;dones;població;;265
1998;Garcia;total;població;;533
1998;Garidells, els;homes;població;;75
1998;Garidells, els;dones;població;;79
1998;Garidells, els;total;població;;154
1998;Garriga, la;homes;població;;5277
1998;Garriga, la;dones;població;;5652
1998;Garriga, la;total;població;;10929
1998;Garrigàs;homes;població;;165
1998;Garrigàs;dones;població;;145
1998;Garrigàs;total;població;;310
1998;Garrigoles;homes;població;;80
1998;Garrigoles;dones;població;;67
1998;Garrigoles;total;població;;147
1998;Garriguella;homes;població;;333
1998;Garriguella;dones;població;;325
1998;Garriguella;total;població;;658
1998;Gavà;homes;població;;19352
1998;Gavà;dones;població;;19461
1998;Gavà;total;població;;38813
1998;Gavet de la Conca;homes;població;;158
1998;Gavet de la Conca;dones;població;;166
1998;Gavet de la Conca;total;població;;324
1998;Gelida;homes;població;;2093
1998;Gelida;dones;població;;2127
1998;Gelida;total;població;;4220
1998;Ger;homes;població;;174
1998;Ger;dones;població;;156
1998;Ger;total;població;;330
1998;Gimenells i el Pla de la Font;homes;població;;591
1998;Gimenells i el Pla de la Font;dones;població;;531
1998;Gimenells i el Pla de la Font;total;població;;1122
1998;Ginestar;homes;població;;423
1998;Ginestar;dones;població;;406
1998;Ginestar;total;població;;829
1998;Girona;homes;població;;34515
1998;Girona;dones;població;;37343
1998;Girona;total;població;;71858
1998;Gironella;homes;població;;2421
1998;Gironella;dones;població;;2580
1998;Gironella;total;població;;5001
1998;Gisclareny;homes;població;;18
1998;Gisclareny;dones;població;;15
1998;Gisclareny;total;població;;33
1998;Godall;homes;població;;371
1998;Godall;dones;població;;361
1998;Godall;total;població;;732
1998;Golmés;homes;població;;617
1998;Golmés;dones;població;;658
1998;Golmés;total;població;;1275
1998;Gombrèn;homes;població;;109
1998;Gombrèn;dones;població;;126
1998;Gombrèn;total;població;;235
1998;Gósol;homes;població;;114
1998;Gósol;dones;població;;93
1998;Gósol;total;població;;207
1998;Granada, la;homes;població;;634
1998;Granada, la;dones;població;;691
1998;Granada, la;total;població;;1325
1998;Granadella, la;homes;població;;427
1998;Granadella, la;dones;població;;404
1998;Granadella, la;total;població;;831
1998;Granera;homes;població;;37
1998;Granera;dones;població;;22
1998;Granera;total;població;;59
1998;Granja d'Escarp, la;homes;població;;587
1998;Granja d'Escarp, la;dones;població;;521
1998;Granja d'Escarp, la;total;població;;1108
1998;Granollers;homes;població;;25183
1998;Granollers;dones;població;;26417
1998;Granollers;total;població;;51600
1998;Granyanella;homes;població;;63
1998;Granyanella;dones;població;;64
1998;Granyanella;total;població;;127
1998;Granyena de les Garrigues;homes;població;;86
1998;Granyena de les Garrigues;dones;població;;82
1998;Granyena de les Garrigues;total;població;;168
1998;Granyena de Segarra;homes;població;;83
1998;Granyena de Segarra;dones;població;;79
1998;Granyena de Segarra;total;població;;162
1998;Gratallops;homes;població;;114
1998;Gratallops;dones;població;;104
1998;Gratallops;total;població;;218
1998;Gualba;homes;població;;388
1998;Gualba;dones;població;;349
1998;Gualba;total;població;;737
1998;Gualta;homes;població;;130
1998;Gualta;dones;població;;129
1998;Gualta;total;població;;259
1998;Guardiola de Berguedà;homes;població;;507
1998;Guardiola de Berguedà;dones;població;;496
1998;Guardiola de Berguedà;total;població;;1003
1998;Guiamets, els;homes;població;;147
1998;Guiamets, els;dones;població;;151
1998;Guiamets, els;total;població;;298
1998;Guils de Cerdanya;homes;població;;160
1998;Guils de Cerdanya;dones;població;;159
1998;Guils de Cerdanya;total;població;;319
1998;Guimerà;homes;població;;188
1998;Guimerà;dones;població;;187
1998;Guimerà;total;població;;375
1998;Guingueta d'Àneu, la;homes;població;;147
1998;Guingueta d'Àneu, la;dones;població;;143
1998;Guingueta d'Àneu, la;total;població;;290
1998;Guissona;homes;població;;1561
1998;Guissona;dones;població;;1499
1998;Guissona;total;població;;3060
1998;Guixers;homes;població;;92
1998;Guixers;dones;població;;59
1998;Guixers;total;població;;151
1998;Gurb;homes;població;;943
1998;Gurb;dones;població;;909
1998;Gurb;total;població;;1852
1998;Horta de Sant Joan;homes;població;;664
1998;Horta de Sant Joan;dones;població;;581
1998;Horta de Sant Joan;total;població;;1245
1998;Hospitalet de Llobregat, l';homes;població;;121667
1998;Hospitalet de Llobregat, l';dones;població;;126854
1998;Hospitalet de Llobregat, l';total;població;;248521
1998;Hostalets de Pierola, els;homes;població;;627
1998;Hostalets de Pierola, els;dones;població;;582
1998;Hostalets de Pierola, els;total;població;;1209
1998;Hostalric;homes;població;;1407
1998;Hostalric;dones;població;;1458
1998;Hostalric;total;població;;2865
1998;Igualada;homes;població;;15774
1998;Igualada;dones;població;;16752
1998;Igualada;total;població;;32526
1998;Isona i Conca Dellà;homes;població;;668
1998;Isona i Conca Dellà;dones;població;;602
1998;Isona i Conca Dellà;total;població;;1270
1998;Isòvol;homes;població;;112
1998;Isòvol;dones;població;;93
1998;Isòvol;total;població;;205
1998;Ivars d'Urgell;homes;població;;859
1998;Ivars d'Urgell;dones;població;;840
1998;Ivars d'Urgell;total;població;;1699
1998;Ivars de Noguera;homes;població;;167
1998;Ivars de Noguera;dones;població;;167
1998;Ivars de Noguera;total;població;;334
1998;Ivorra;homes;població;;84
1998;Ivorra;dones;població;;72
1998;Ivorra;total;població;;156
1998;Jafre;homes;població;;172
1998;Jafre;dones;població;;166
1998;Jafre;total;població;;338
1998;Jonquera, la;homes;població;;1241
1998;Jonquera, la;dones;població;;1249
1998;Jonquera, la;total;població;;2490
1998;Jorba;homes;població;;272
1998;Jorba;dones;població;;303
1998;Jorba;total;població;;575
1998;Josa i Tuixén;homes;població;;76
1998;Josa i Tuixén;dones;població;;63
1998;Josa i Tuixén;total;població;;139
1998;Juià;homes;població;;117
1998;Juià;dones;població;;139
1998;Juià;total;població;;256
1998;Juncosa;homes;població;;327
1998;Juncosa;dones;població;;267
1998;Juncosa;total;població;;594
1998;Juneda;homes;població;;1520
1998;Juneda;dones;població;;1482
1998;Juneda;total;població;;3002
1998;Les;homes;població;;345
1998;Les;dones;població;;342
1998;Les;total;població;;687
1998;Linyola;homes;població;;1185
1998;Linyola;dones;població;;1206
1998;Linyola;total;població;;2391
1998;Llacuna, la;homes;població;;417
1998;Llacuna, la;dones;població;;394
1998;Llacuna, la;total;població;;811
1998;Lladó;homes;població;;244
1998;Lladó;dones;població;;248
1998;Lladó;total;població;;492
1998;Lladorre;homes;població;;106
1998;Lladorre;dones;població;;101
1998;Lladorre;total;població;;207
1998;Lladurs;homes;població;;133
1998;Lladurs;dones;població;;117
